Parameter Name,Site_keys,LU,ppm
Suspended particulate (TSP),[  32.664226 -115.506384],"{'Commercial and Services': 0.13, 'Shrub-brushland rangeland': 0.03, 'Null area -- no land use assigned': 0.68, 'Other urban or built-up land': 0.09, 'Transportation, communications and services': 0.07}",113.413793
Suspended particulate (TSP),[  32.793389 -115.563051],"{'Commercial and Services': 0.5545454545454546, 'Residential': 0.44545454545454544}",104.875
Suspended particulate (TSP),[  36.049402 -117.943927],{'Shrub-brushland rangeland': 1.0},122.01818200000001
Suspended particulate (TSP),[  36.483824 -117.867858],"{'Shrub-brushland rangeland': 0.57, 'Industrial': 0.43}",171.16071399999996
Suspended particulate (TSP),[  36.609003 -118.057809],"{'Commercial and Services': 0.087248322147651, 'Shrub-brushland rangeland': 0.6711409395973155, 'Residential': 0.24161073825503357}",133.95
Suspended particulate (TSP),[  37.360684 -118.330783],"{'Shrub-brushland rangeland': 0.44, 'Herbaceous Rangeland': 0.56}",96.2
Suspended particulate (TSP),[  35.624678 -117.670897],"{'Commercial and Services': 0.34517766497461927, 'Shrub-brushland rangeland': 0.5076142131979695, 'Other urban or built-up land': 0.03553299492385787, 'Residential': 0.1116751269035533}",241.36842099999998
Suspended particulate (TSP),[  35.003587 -117.650337],"{'Commercial and Services': 0.13253012048192772, 'Residential': 0.7469879518072289, 'Shrub-brushland rangeland': 0.08433734939759036, 'Transitional areas': 0.024096385542168676, 'Mixed urban or built-up land': 0.012048192771084338}",85.30508499999998
Suspended particulate (TSP),[  35.383014 -118.9726  ],"{'Commercial and Services': 0.24, 'Residential': 0.76}",116.53333300000001
Suspended particulate (TSP),[  35.046914 -118.165631],"{'Commercial and Services': 0.23563218390804597, 'Shrub-brushland rangeland': 0.5747126436781609, 'Transportation, communications and services': 0.04597701149425287, 'Residential': 0.14367816091954022}",112.70909099999999
Suspended particulate (TSP),[  35.374959 -119.022602],"{'Commercial and Services': 0.96, 'Herbaceous Rangeland': 0.04}",109.36363600000001
Suspended particulate (TSP),[  35.312186 -119.617624],"{'Commercial and Services': 0.0990990990990991, 'Shrub-brushland rangeland': 0.9009009009009009}",146.592593
Suspended particulate (TSP),[  35.431068 -119.021767],"{'Residential': 0.6, 'Transitional areas': 0.16, 'Strip mines, quarries and gravel pits': 0.24}",129.313725
Suspended particulate (TSP),[  35.434679 -119.013434],"{'Commercial and Services': 0.06542056074766354, 'Residential': 0.719626168224299, 'Industrial': 0.102803738317757, 'Transitional areas': 0.11214953271028037}",122.132075
Suspended particulate (TSP),[  35.770234 -119.586234],"{'Shrub-brushland rangeland': 0.89, 'Other agricultural land': 0.11}",56.314815
Suspended particulate (TSP),[  35.1433   -119.465675],"{'Commercial and Services': 0.12345679012345678, 'Shrub-brushland rangeland': 0.6172839506172839, 'Industrial': 0.05555555555555555, 'Transportation, communications and services': 0.018518518518518517, 'Residential': 0.18518518518518517}",53.0
Suspended particulate (TSP),[  36.09884  -119.559568],"{'Commercial and Services': 0.185, 'Residential': 0.305, 'Cropland and pasture': 0.5, 'Confined feeding operations': 0.01}",101.095238
Suspended particulate (TSP),[  36.282172 -119.645128],"{'Industrial': 0.2537313432835821, 'Cropland and pasture': 0.746268656716418}",97.5
Suspended particulate (TSP),[  36.007175 -119.959855],"{'Mixed urban or built-up land': 0.21, 'Cropland and pasture': 0.03, 'Mixed rangeland': 0.73, 'Residential': 0.03}",75.068966
Suspended particulate (TSP),[  39.155724 -122.845549],"{'Shrub-brushland rangeland': 0.01, 'Herbaceous Rangeland': 0.26, 'Evergreen forest land': 0.73}",92.14285699999999
Suspended particulate (TSP),[  39.172112 -122.906107],"{'Residential': 0.14, 'Orchards, groves, vineyards, nurseries..': 0.86}",61.296296
Suspended particulate (TSP),[  39.0327  -122.92229],"{'Industrial': 0.15, 'Orchards, groves, vineyards, nurseries..': 0.81, 'Transportation, communications and services': 0.04}",76.245614
Suspended particulate (TSP),[  33.92899 -118.21071],"{'Commercial and Services': 0.57, 'Residential': 0.43}",212.10526299999998
Suspended particulate (TSP),[  33.82376 -118.18921],"{'Commercial and Services': 0.23, 'Residential': 0.44, 'Industrial': 0.27, 'Transportation, communications and services': 0.06}",84.098039
Suspended particulate (TSP),[  33.930292 -118.369798],"{'Commercial and Services': 0.03, 'Residential': 0.74, 'Industrial': 0.09, 'Transportation, communications and services': 0.14}",62.65
Suspended particulate (TSP),[  34.1365  -117.92391],"{'Strip mines, quarries and gravel pits': 0.39, 'Industrial': 0.61}",75.568182
Suspended particulate (TSP),[  34.14435 -117.85036],"{'Commercial and Services': 0.11504424778761062, 'Residential': 0.8849557522123894}",73.396552
Suspended particulate (TSP),[  34.149451 -118.124515],"{'Commercial and Services': 0.6581196581196581, 'Residential': 0.28205128205128205, 'Transportation, communications and services': 0.05982905982905983}",54.81818199999999
Suspended particulate (TSP),[  34.06659 -118.22688],"{'Commercial and Services': 0.015789473684210527, 'Industrial': 0.45789473684210524, 'Transportation, communications and services': 0.5263157894736842}",71.4
Suspended particulate (TSP),[  34.058345 -118.250907],"{'Commercial and Services': 0.3602150537634409, 'Residential': 0.03225806451612903, 'Other urban or built-up land': 0.043010752688172046, 'Transportation, communications and services': 0.5376344086021505, 'Mixed urban or built-up land': 0.026881720430107527}",110.96551699999999
Suspended particulate (TSP),[  34.051399 -118.3848  ],"{'Commercial and Services': 0.135, 'Residential': 0.365, 'Transportation, communications and services': 0.5}",73.237288
Suspended particulate (TSP),[  34.19925 -118.53276],"{'Commercial and Services': 0.4152046783625731, 'Residential': 0.5847953216374269}",42.896552
Suspended particulate (TSP),[  34.01407 -118.06056],"{'Commercial and Services': 0.12, 'Residential': 0.43, 'Other urban or built-up land': 0.38, 'Transportation, communications and services': 0.07}",84.872727
Suspended particulate (TSP),[  34.712206 -118.140073],"{'Commercial and Services': 0.03, 'Residential': 0.26, 'Other urban or built-up land': 0.05, 'Shrub-brushland rangeland': 0.66}",103.81666700000001
Suspended particulate (TSP),[  37.97231  -122.520004],"{'Commercial and Services': 0.76, 'Residential': 0.24}",34.538462
Suspended particulate (TSP),[  37.745759 -119.603754],"{'Commercial and Services': 0.02912621359223301, 'Evergreen forest land': 0.970873786407767}",83.766667
Suspended particulate (TSP),[  39.435168 -123.80946 ],"{'Commercial and Services': 0.01, 'Residential': 0.49, 'Industrial': 0.26, 'Transportation, communications and services': 0.24}",76.339286
Suspended particulate (TSP),[  39.445723 -123.803905],"{'Commercial and Services': 0.32, 'Residential': 0.65, 'Industrial': 0.03}",111.03571399999998
Suspended particulate (TSP),[  39.148226 -123.207783],"{'Residential': 0.23, 'Cropland and pasture': 0.77}",106.08695700000001
Suspended particulate (TSP),[  39.412942 -123.353621],"{'Commercial and Services': 0.155, 'Residential': 0.345, 'Evergreen forest land': 0.5}",63.52459
Suspended particulate (TSP),[  37.060778 -120.849637],"{'Commercial and Services': 0.35, 'Residential': 0.15, 'Cropland and pasture': 0.5}",81.306122
Suspended particulate (TSP),[  37.30633  -120.493246],"{'Commercial and Services': 0.37, 'Residential': 0.13, 'Cropland and pasture': 0.5}",126.64583300000001
Suspended particulate (TSP),[  41.549894 -120.167723],"{'Cropland and pasture': 0.684931506849315, 'Transportation, communications and services': 0.3150684931506849}",52.86440699999999
Suspended particulate (TSP),[  37.647991 -118.974301],"{'Commercial and Services': 0.195, 'Residential': 0.225, 'Other urban or built-up land': 0.07, 'Evergreen forest land': 0.5, 'Shrub-brushland rangeland': 0.01}",100.857955
Suspended particulate (TSP),[  38.04159  -119.142651],{'Shrub-brushland rangeland': 1.0},63.431034
Suspended particulate (TSP),[  38.099921 -119.017645],{'Shrub-brushland rangeland': 1.0},159.245614
Suspended particulate (TSP),[  36.697181 -121.633556],"{'Commercial and Services': 0.3271604938271605, 'Residential': 0.05555555555555555, 'Cropland and pasture': 0.6172839506172839}",154.823529
Suspended particulate (TSP),[  38.310942 -122.296189],"{'Commercial and Services': 0.2, 'Residential': 0.8}",138.56
Suspended particulate (TSP),[  33.821353 -117.91427 ],"{'Commercial and Services': 0.1864406779661017, 'Residential': 0.6610169491525424, 'Other urban or built-up land': 0.09322033898305085, 'Transportation, communications and services': 0.059322033898305086}",216.69862999999998
Suspended particulate (TSP),[  33.656131 -117.930613],"{'Commercial and Services': 0.2169811320754717, 'Residential': 0.7264150943396226, 'Other urban or built-up land': 0.05660377358490566}",82.345455
Suspended particulate (TSP),[  33.627244 -117.691163],"{'Commercial and Services': 0.53, 'Residential': 0.23, 'Orchards, groves, vineyards, nurseries..': 0.24}",70.586207
Suspended particulate (TSP),[  33.92513 -117.95264],"{'Commercial and Services': 0.05263157894736842, 'Residential': 0.868421052631579, 'Other urban or built-up land': 0.07894736842105263}",136.981481
Suspended particulate (TSP),[  33.750573 -117.870333],"{'Commercial and Services': 0.89, 'Residential': 0.11}",92.959184
Suspended particulate (TSP),[  33.795849 -118.03284 ],"{'Commercial and Services': 0.07920792079207921, 'Residential': 0.45544554455445546, 'Other urban or built-up land': 0.46534653465346537}",123.76271200000001
Suspended particulate (TSP),[  38.93712  -121.109391],"{'Commercial and Services': 0.39, 'Cropland and pasture': 0.61}",43.773585
Suspended particulate (TSP),[  38.791845 -121.209116],"{'Commercial and Services': 0.41, 'Cropland and pasture': 0.38, 'Mixed rangeland': 0.21}",147.896552
Suspended particulate (TSP),[  39.182963 -120.117692],"{'Commercial and Services': 0.02, 'Residential': 0.62, 'Lakes': 0.36}",92.18
Suspended particulate (TSP),[  33.927794 -116.874466],"{'Commercial and Services': 0.23, 'Residential': 0.13, 'Industrial and commercial complexes': 0.3, 'Other urban or built-up land': 0.21, 'Transportation, communications and services': 0.13}",125.017544
Suspended particulate (TSP),[  33.708355 -116.221118],"{'Residential': 0.05, 'Cropland and pasture': 0.47, 'Orchards, groves, vineyards, nurseries..': 0.48}",137.639344
Suspended particulate (TSP),[  33.85275 -116.54101],"{'Shrub-brushland rangeland': 0.5, 'Other urban or built-up land': 0.01, 'Residential': 0.4, 'Mixed urban or built-up land': 0.09}",114.95918400000001
Suspended particulate (TSP),[  33.94603 -117.40063],"{'Commercial and Services': 0.46, 'Residential': 0.53, 'Transportation, communications and services': 0.01}",114.015873
Suspended particulate (TSP),[  33.99958 -117.41601],"{'Commercial and Services': 0.30434782608695654, 'Residential': 0.6521739130434783, 'Orchards, groves, vineyards, nurseries..': 0.043478260869565216}",43.774194
Suspended particulate (TSP),[  38.667126 -121.251338],"{'Commercial and Services': 0.25, 'Residential': 0.36, 'Cropland and pasture': 0.13, 'Transportation, communications and services': 0.17, 'Mixed urban or built-up land': 0.09}",60.63333299999999
Suspended particulate (TSP),[  38.585183 -121.494677],"{'Commercial and Services': 0.58, 'Mixed urban or built-up land': 0.21, 'Industrial': 0.21}",122.67213100000001
Suspended particulate (TSP),[  38.613779 -121.368014],"{'Commercial and Services': 0.11504424778761062, 'Residential': 0.8849557522123894}",101.804348
Suspended particulate (TSP),[  38.553517 -121.337173],"{'Commercial and Services': 0.46, 'Cropland and pasture': 0.53, 'Orchards, groves, vineyards, nurseries..': 0.01}",131.4
Suspended particulate (TSP),[  38.600461 -121.273839],"{'Industrial': 0.13, 'Cropland and pasture': 0.7, 'Transportation, communications and services': 0.17}",63.153845999999994
Suspended particulate (TSP),[  38.556326 -121.458499],"{'Commercial and Services': 0.14864864864864866, 'Residential': 0.7635135135135135, 'Mixed urban or built-up land': 0.08783783783783784}",40.851852
Suspended particulate (TSP),[  36.85551 -121.39299],"{'Residential': 0.44, 'Cropland and pasture': 0.04, 'Orchards, groves, vineyards, nurseries..': 0.52}",35.967213
Suspended particulate (TSP),[  36.844096 -121.362121],{'Cropland and pasture': 1.0},55.555556
Suspended particulate (TSP),[  34.141946 -116.059169],"{'Commercial and Services': 0.02564102564102564, 'Shrub-brushland rangeland': 0.6410256410256411, 'Residential': 0.3333333333333333}",104.87037
Suspended particulate (TSP),[  34.895007 -117.024484],"{'Commercial and Services': 0.31, 'Residential': 0.54, 'Other urban or built-up land': 0.04, 'Shrub-brushland rangeland': 0.11}",106.32758600000001
Suspended particulate (TSP),[  34.2431  -117.27235],"{'Commercial and Services': 0.1360544217687075, 'Residential': 0.6802721088435374, 'Reservoirs': 0.1836734693877551}",86.213675
Suspended particulate (TSP),[  34.10001 -117.63422],"{'Commercial and Services': 0.19811320754716982, 'Residential': 0.8018867924528302}",36.372093
Suspended particulate (TSP),[  34.106122 -117.481994],"{'Commercial and Services': 0.1092436974789916, 'Residential': 0.6050420168067226, 'Other urban or built-up land': 0.1092436974789916, 'Orchards, groves, vineyards, nurseries..': 0.17647058823529413}",56.05660400000001
Suspended particulate (TSP),[  34.06668 -117.15087],"{'Residential': 0.26, 'Orchards, groves, vineyards, nurseries..': 0.74}",101.160714
Suspended particulate (TSP),[  34.054456 -117.588664],"{'Other agricultural land': 0.047619047619047616, 'Orchards, groves, vineyards, nurseries..': 0.6285714285714286, 'Transportation, communications and services': 0.3238095238095238}",62.810345
Suspended particulate (TSP),[  34.523329 -117.30449 ],"{'Commercial and Services': 0.28, 'Residential': 0.67, 'Shrub-brushland rangeland': 0.05}",103.92857099999999
Suspended particulate (TSP),[  34.102234 -117.286709],"{'Commercial and Services': 0.39, 'Residential': 0.3, 'Industrial': 0.21, 'Other urban or built-up land': 0.1}",137.5
Suspended particulate (TSP),[  35.759954 -117.374779],"{'Mixed barren land': 0.22, 'Shrub-brushland rangeland': 0.5, 'Dry salt flats': 0.085, 'Residential': 0.045, 'Industrial': 0.15}",160.586207
Suspended particulate (TSP),[  32.79394  -116.961138],"{'Commercial and Services': 0.47, 'Residential': 0.52, 'Industrial': 0.01}",131.75
Suspended particulate (TSP),[  32.842242 -116.768225],"{'Commercial and Services': 0.04, 'Shrub-brushland rangeland': 0.46, 'Other urban or built-up land': 0.21, 'Transportation, communications and services': 0.1, 'Residential': 0.19}",67.517241
Suspended particulate (TSP),[  32.631231 -117.059075],"{'Commercial and Services': 0.18032786885245902, 'Residential': 0.4057377049180328, 'Transportation, communications and services': 0.4098360655737705, 'Transitional areas': 0.004098360655737705}",105.42857099999999
Suspended particulate (TSP),[  32.836461 -117.128752],"{'Shrub-brushland rangeland': 0.40594059405940597, 'Industrial': 0.4752475247524752, 'Other urban or built-up land': 0.019801980198019802, 'Transitional areas': 0.09900990099009901}",57.576271
Suspended particulate (TSP),[  32.727273 -117.154477],"{'Commercial and Services': 0.17834394904458598, 'Residential': 0.025477707006369428, 'Other urban or built-up land': 0.1910828025477707, 'Transportation, communications and services': 0.6050955414012739}",55.0
Suspended particulate (TSP),[  33.127711 -117.075325],"{'Commercial and Services': 0.46, 'Residential': 0.54}",51.756098
Suspended particulate (TSP),[  33.196703 -117.346704],"{'Commercial and Services': 0.21, 'Shrub-brushland rangeland': 0.25, 'Residential': 0.54}",50.333333
Suspended particulate (TSP),[  37.784  -122.4216],"{'Commercial and Services': 0.86, 'Residential': 0.13, 'Other urban or built-up land': 0.01}",56.518519
Suspended particulate (TSP),[  37.75493  -122.388026],"{'Industrial': 0.62, 'Transportation, communications and services': 0.38}",55.76923100000001
Suspended particulate (TSP),[  37.950741 -121.268523],"{'Commercial and Services': 0.1, 'Residential': 0.68, 'Other urban or built-up land': 0.12, 'Mixed urban or built-up land': 0.1}",56.704918000000006
