,Site,Cropland,Golf Course,Saltwater Sandy Beach,cemetary,commercial,crop_land,forest,high_density_residential,industrial,low_density_residential,marina,medium_density_residential,mining,open_land,recreational,transitional,transportation,urban_public/institutional,waste,water,wetland
2068,"[(-71.117305200000004, 42.397333339999996), (-71.112601600000005, 42.397333339999996), (-71.112601600000005, 42.399916079999997), (-71.117305200000004, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2069,"[(-71.112601600000005, 42.397333339999996), (-71.107898000000006, 42.397333339999996), (-71.107898000000006, 42.399916079999997), (-71.112601600000005, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0
2070,"[(-71.107898000000006, 42.397333339999996), (-71.103194400000007, 42.397333339999996), (-71.103194400000007, 42.399916079999997), (-71.107898000000006, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
2071,"[(-71.103194400000007, 42.397333339999996), (-71.098490800000008, 42.397333339999996), (-71.098490800000008, 42.399916079999997), (-71.103194400000007, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,"[(-71.098490800000008, 42.397333339999996), (-71.093787200000008, 42.397333339999996), (-71.093787200000008, 42.399916079999997), (-71.098490800000008, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.07,0.0,0.0,0.0
2073,"[(-71.093787200000008, 42.397333339999996), (-71.089083600000009, 42.397333339999996), (-71.089083600000009, 42.399916079999997), (-71.093787200000008, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.13,0.0,0.32,0.0
2074,"[(-71.089083600000009, 42.397333339999996), (-71.08438000000001, 42.397333339999996), (-71.08438000000001, 42.399916079999997), (-71.089083600000009, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.14,0.0,0.27,0.01
2075,"[(-71.08438000000001, 42.397333339999996), (-71.079676399999997, 42.397333339999996), (-71.079676399999997, 42.399916079999997), (-71.08438000000001, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.86,0.0
2076,"[(-71.079676399999997, 42.397333339999996), (-71.074972799999998, 42.397333339999996), (-71.074972799999998, 42.399916079999997), (-71.079676399999997, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.84,0.0
2077,"[(-71.074972799999998, 42.397333339999996), (-71.070269199999998, 42.397333339999996), (-71.070269199999998, 42.399916079999997), (-71.074972799999998, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.13,0.0
2078,"[(-71.070269199999998, 42.397333339999996), (-71.065565599999999, 42.397333339999996), (-71.065565599999999, 42.399916079999997), (-71.070269199999998, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
2079,"[(-71.065565599999999, 42.397333339999996), (-71.060862, 42.397333339999996), (-71.060862, 42.399916079999997), (-71.065565599999999, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.23,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2080,"[(-71.060862, 42.397333339999996), (-71.056158400000001, 42.397333339999996), (-71.056158400000001, 42.399916079999997), (-71.060862, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,"[(-71.056158400000001, 42.397333339999996), (-71.051454800000002, 42.397333339999996), (-71.051454800000002, 42.399916079999997), (-71.056158400000001, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0
2082,"[(-71.051454800000002, 42.397333339999996), (-71.046751200000003, 42.397333339999996), (-71.046751200000003, 42.399916079999997), (-71.051454800000002, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.02,0.0,0.0
2083,"[(-71.046751200000003, 42.397333339999996), (-71.042047600000004, 42.397333339999996), (-71.042047600000004, 42.399916079999997), (-71.046751200000003, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.25,0.0,0.0
2084,"[(-71.042047600000004, 42.397333339999996), (-71.037344000000004, 42.397333339999996), (-71.037344000000004, 42.399916079999997), (-71.042047600000004, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.01,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.15,0.0,0.0
2085,"[(-71.037344000000004, 42.397333339999996), (-71.032640400000005, 42.397333339999996), (-71.032640400000005, 42.399916079999997), (-71.037344000000004, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.75,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
2086,"[(-71.032640400000005, 42.397333339999996), (-71.027936800000006, 42.397333339999996), (-71.027936800000006, 42.399916079999997), (-71.032640400000005, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
2087,"[(-71.027936800000006, 42.397333339999996), (-71.023233200000007, 42.397333339999996), (-71.023233200000007, 42.399916079999997), (-71.027936800000006, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2088,"[(-71.023233200000007, 42.397333339999996), (-71.018529600000008, 42.397333339999996), (-71.018529600000008, 42.399916079999997), (-71.023233200000007, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.19,0.48,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.2,0.0,0.0,0.0
2089,"[(-71.018529600000008, 42.397333339999996), (-71.013826000000009, 42.397333339999996), (-71.013826000000009, 42.399916079999997), (-71.018529600000008, 42.399916079999997)]",0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.07,0.16,0.0,0.25,0.05
2090,"[(-71.013826000000009, 42.397333339999996), (-71.00912240000001, 42.397333339999996), (-71.00912240000001, 42.399916079999997), (-71.013826000000009, 42.399916079999997)]",0.0,0.0,0.25,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.04
2091,"[(-71.00912240000001, 42.397333339999996), (-71.004418799999996, 42.397333339999996), (-71.004418799999996, 42.399916079999997), (-71.00912240000001, 42.399916079999997)]",0.0,0.0,0.01,0.0,0.91,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0
2092,"[(-71.004418799999996, 42.397333339999996), (-70.999715199999997, 42.397333339999996), (-70.999715199999997, 42.399916079999997), (-71.004418799999996, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.0,0.0,0.0,0.0,0.16
2093,"[(-70.999715199999997, 42.397333339999996), (-70.995011599999998, 42.397333339999996), (-70.995011599999998, 42.399916079999997), (-70.999715199999997, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.79,0.0,1.0,0.0,0.0,0.03,0.0
2094,"[(-70.995011599999998, 42.397333339999996), (-70.990307999999999, 42.397333339999996), (-70.990307999999999, 42.399916079999997), (-70.995011599999998, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.73,0.05,0.0,0.0,0.0
2095,"[(-70.990307999999999, 42.397333339999996), (-70.9856044, 42.397333339999996), (-70.9856044, 42.399916079999997), (-70.990307999999999, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
2096,"[(-70.9856044, 42.397333339999996), (-70.980900800000001, 42.397333339999996), (-70.980900800000001, 42.399916079999997), (-70.9856044, 42.399916079999997)]",0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,"[(-70.980900800000001, 42.397333339999996), (-70.976197200000001, 42.397333339999996), (-70.976197200000001, 42.399916079999997), (-70.980900800000001, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,"[(-70.976197200000001, 42.397333339999996), (-70.971493600000002, 42.397333339999996), (-70.971493600000002, 42.399916079999997), (-70.976197200000001, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,"[(-70.971493600000002, 42.397333339999996), (-70.966790000000003, 42.397333339999996), (-70.966790000000003, 42.399916079999997), (-70.971493600000002, 42.399916079999997)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,"[(-71.201970000000003, 42.399916079999997), (-71.197266400000004, 42.399916079999997), (-71.197266400000004, 42.402498819999998), (-71.201970000000003, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.46,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2101,"[(-71.197266400000004, 42.399916079999997), (-71.192562800000005, 42.399916079999997), (-71.192562800000005, 42.402498819999998), (-71.197266400000004, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.4,0.45,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
2102,"[(-71.192562800000005, 42.399916079999997), (-71.187859200000005, 42.399916079999997), (-71.187859200000005, 42.402498819999998), (-71.192562800000005, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2103,"[(-71.187859200000005, 42.399916079999997), (-71.183155600000006, 42.399916079999997), (-71.183155600000006, 42.402498819999998), (-71.187859200000005, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.13,0.82,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.12
2104,"[(-71.183155600000006, 42.399916079999997), (-71.178452000000007, 42.399916079999997), (-71.178452000000007, 42.402498819999998), (-71.183155600000006, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.66,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2105,"[(-71.178452000000007, 42.399916079999997), (-71.173748400000008, 42.399916079999997), (-71.173748400000008, 42.402498819999998), (-71.178452000000007, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,"[(-71.173748400000008, 42.399916079999997), (-71.169044800000009, 42.399916079999997), (-71.169044800000009, 42.402498819999998), (-71.173748400000008, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.49,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,"[(-71.169044800000009, 42.399916079999997), (-71.16434120000001, 42.399916079999997), (-71.16434120000001, 42.402498819999998), (-71.169044800000009, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
2108,"[(-71.16434120000001, 42.399916079999997), (-71.159637599999996, 42.399916079999997), (-71.159637599999996, 42.402498819999998), (-71.16434120000001, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
2109,"[(-71.159637599999996, 42.399916079999997), (-71.154933999999997, 42.399916079999997), (-71.154933999999997, 42.402498819999998), (-71.159637599999996, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.36,0.04
2110,"[(-71.154933999999997, 42.399916079999997), (-71.150230399999998, 42.399916079999997), (-71.150230399999998, 42.402498819999998), (-71.154933999999997, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.06,0.0,0.39,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
2111,"[(-71.150230399999998, 42.399916079999997), (-71.145526799999999, 42.399916079999997), (-71.145526799999999, 42.402498819999998), (-71.150230399999998, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.02
2112,"[(-71.145526799999999, 42.399916079999997), (-71.1408232, 42.399916079999997), (-71.1408232, 42.402498819999998), (-71.145526799999999, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
2113,"[(-71.1408232, 42.399916079999997), (-71.136119600000001, 42.399916079999997), (-71.136119600000001, 42.402498819999998), (-71.1408232, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.01,0.0
2114,"[(-71.136119600000001, 42.399916079999997), (-71.131416000000002, 42.399916079999997), (-71.131416000000002, 42.402498819999998), (-71.136119600000001, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.03,0.0
2115,"[(-71.131416000000002, 42.399916079999997), (-71.126712400000002, 42.399916079999997), (-71.126712400000002, 42.402498819999998), (-71.131416000000002, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0
2116,"[(-71.126712400000002, 42.399916079999997), (-71.122008800000003, 42.399916079999997), (-71.122008800000003, 42.402498819999998), (-71.126712400000002, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.29,0.0,0.0,0.0
2117,"[(-71.122008800000003, 42.399916079999997), (-71.117305200000004, 42.399916079999997), (-71.117305200000004, 42.402498819999998), (-71.122008800000003, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
2118,"[(-71.117305200000004, 42.399916079999997), (-71.112601600000005, 42.399916079999997), (-71.112601600000005, 42.402498819999998), (-71.117305200000004, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
2119,"[(-71.112601600000005, 42.399916079999997), (-71.107898000000006, 42.399916079999997), (-71.107898000000006, 42.402498819999998), (-71.112601600000005, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.06,0.0,0.0,0.0,0.0
2120,"[(-71.107898000000006, 42.399916079999997), (-71.103194400000007, 42.399916079999997), (-71.103194400000007, 42.402498819999998), (-71.107898000000006, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
2121,"[(-71.103194400000007, 42.399916079999997), (-71.098490800000008, 42.399916079999997), (-71.098490800000008, 42.402498819999998), (-71.103194400000007, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.28,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.13,0.0,0.0,0.0
2122,"[(-71.098490800000008, 42.399916079999997), (-71.093787200000008, 42.399916079999997), (-71.093787200000008, 42.402498819999998), (-71.098490800000008, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.13,0.0
2123,"[(-71.093787200000008, 42.399916079999997), (-71.089083600000009, 42.399916079999997), (-71.089083600000009, 42.402498819999998), (-71.093787200000008, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.01,0.16,0.0,0.74,0.0
2124,"[(-71.089083600000009, 42.399916079999997), (-71.08438000000001, 42.399916079999997), (-71.08438000000001, 42.402498819999998), (-71.089083600000009, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.24,0.0,0.72,0.03
2125,"[(-71.08438000000001, 42.399916079999997), (-71.079676399999997, 42.399916079999997), (-71.079676399999997, 42.402498819999998), (-71.08438000000001, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.08,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.17,0.0,0.0,0.37,0.0
2126,"[(-71.079676399999997, 42.399916079999997), (-71.074972799999998, 42.399916079999997), (-71.074972799999998, 42.402498819999998), (-71.079676399999997, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.19,0.0
2127,"[(-71.074972799999998, 42.399916079999997), (-71.070269199999998, 42.399916079999997), (-71.070269199999998, 42.402498819999998), (-71.074972799999998, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.01,0.16,0.0,0.34,0.08
2128,"[(-71.070269199999998, 42.399916079999997), (-71.065565599999999, 42.399916079999997), (-71.065565599999999, 42.402498819999998), (-71.070269199999998, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.06
2129,"[(-71.065565599999999, 42.399916079999997), (-71.060862, 42.399916079999997), (-71.060862, 42.402498819999998), (-71.065565599999999, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.33,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.46,0.0,0.0,0.0,0.02
2130,"[(-71.060862, 42.399916079999997), (-71.056158400000001, 42.399916079999997), (-71.056158400000001, 42.402498819999998), (-71.060862, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
2131,"[(-71.056158400000001, 42.399916079999997), (-71.051454800000002, 42.399916079999997), (-71.051454800000002, 42.402498819999998), (-71.056158400000001, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
2132,"[(-71.051454800000002, 42.399916079999997), (-71.046751200000003, 42.399916079999997), (-71.046751200000003, 42.402498819999998), (-71.051454800000002, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2133,"[(-71.046751200000003, 42.399916079999997), (-71.042047600000004, 42.399916079999997), (-71.042047600000004, 42.402498819999998), (-71.046751200000003, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
2134,"[(-71.042047600000004, 42.399916079999997), (-71.037344000000004, 42.399916079999997), (-71.037344000000004, 42.402498819999998), (-71.042047600000004, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.12,0.17,0.07,0.0,0.0
2135,"[(-71.037344000000004, 42.399916079999997), (-71.032640400000005, 42.399916079999997), (-71.032640400000005, 42.402498819999998), (-71.037344000000004, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.0,0.0,0.0
2136,"[(-71.032640400000005, 42.399916079999997), (-71.027936800000006, 42.399916079999997), (-71.027936800000006, 42.402498819999998), (-71.032640400000005, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0
2137,"[(-71.027936800000006, 42.399916079999997), (-71.023233200000007, 42.399916079999997), (-71.023233200000007, 42.402498819999998), (-71.027936800000006, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.13,0.0,0.1,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0
2138,"[(-71.023233200000007, 42.399916079999997), (-71.018529600000008, 42.399916079999997), (-71.018529600000008, 42.402498819999998), (-71.023233200000007, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2139,"[(-71.018529600000008, 42.399916079999997), (-71.013826000000009, 42.399916079999997), (-71.013826000000009, 42.402498819999998), (-71.018529600000008, 42.402498819999998)]",0.0,0.0,0.01,0.0,0.03,0.0,0.02,0.84,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02
2140,"[(-71.013826000000009, 42.399916079999997), (-71.00912240000001, 42.399916079999997), (-71.00912240000001, 42.402498819999998), (-71.013826000000009, 42.402498819999998)]",0.0,0.0,0.16,0.0,0.0,0.0,0.03,0.03,0.36,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.15,0.06
2141,"[(-71.00912240000001, 42.399916079999997), (-71.004418799999996, 42.399916079999997), (-71.004418799999996, 42.402498819999998), (-71.00912240000001, 42.402498819999998)]",0.0,0.0,0.1,0.0,0.48,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.14,0.02
2142,"[(-71.004418799999996, 42.399916079999997), (-70.999715199999997, 42.399916079999997), (-70.999715199999997, 42.402498819999998), (-71.004418799999996, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.44,0.0,0.04,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12
2143,"[(-70.999715199999997, 42.399916079999997), (-70.995011599999998, 42.399916079999997), (-70.995011599999998, 42.402498819999998), (-70.999715199999997, 42.402498819999998)]",0.0,0.0,0.01,0.0,0.07,0.0,0.13,0.04,0.05,0.0,0.0,0.0,0.0,0.1,0.01,0.0,1.0,0.0,0.0,0.0,0.07
2144,"[(-70.995011599999998, 42.399916079999997), (-70.990307999999999, 42.399916079999997), (-70.990307999999999, 42.402498819999998), (-70.995011599999998, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.48,0.08,0.0,0.0,0.0,0.0,0.07,0.03,0.03,0.75,0.07,0.0,0.05,0.02
2145,"[(-70.990307999999999, 42.399916079999997), (-70.9856044, 42.399916079999997), (-70.9856044, 42.402498819999998), (-70.990307999999999, 42.402498819999998)]",0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0
2146,"[(-70.9856044, 42.399916079999997), (-70.980900800000001, 42.399916079999997), (-70.980900800000001, 42.402498819999998), (-70.9856044, 42.402498819999998)]",0.0,0.0,0.41,0.0,0.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,"[(-70.980900800000001, 42.399916079999997), (-70.976197200000001, 42.399916079999997), (-70.976197200000001, 42.402498819999998), (-70.980900800000001, 42.402498819999998)]",0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,"[(-70.976197200000001, 42.399916079999997), (-70.971493600000002, 42.399916079999997), (-70.971493600000002, 42.402498819999998), (-70.976197200000001, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,"[(-70.971493600000002, 42.399916079999997), (-70.966790000000003, 42.399916079999997), (-70.966790000000003, 42.402498819999998), (-70.971493600000002, 42.402498819999998)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,"[(-71.201970000000003, 42.402498819999998), (-71.197266400000004, 42.402498819999998), (-71.197266400000004, 42.405081559999999), (-71.201970000000003, 42.405081559999999)]",0.0,0.0,0.0,0.0,0.0,0.22,0.36,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.21
